case_id,customer_id,order_id,category,priority,created_date,resolved_date,resolution_hours,sla_hours,met_sla,status,csat_score
CASE-064753,CUST-008940,,General Inquiry,Low,2024-09-09,2024-09-10,46.0,72,True,Resolved,3.0
CASE-016211,CUST-005866,ORD-0466196,Delivery Issue,Medium,2024-09-10,2024-09-11,26.6,48,True,Resolved,4.0
CASE-016217,CUST-017939,ORD-0466349,Delivery Issue,Medium,2024-09-10,2024-09-12,51.1,48,False,Resolved,3.0
CASE-016218,CUST-035211,ORD-0466362,Delivery Issue,High,2024-09-10,2024-09-11,47.8,24,False,Resolved,2.0
CASE-016221,CUST-022105,ORD-0466413,Delivery Issue,High,2024-09-10,2024-09-10,2.1,24,True,Resolved,3.0
CASE-016222,CUST-010453,ORD-0466433,Delivery Issue,Medium,2024-09-10,2024-09-14,119.4,48,False,Resolved,3.0
CASE-016225,CUST-010499,ORD-0466509,Delivery Issue,Low,2024-09-10,2024-09-17,176.3,72,False,Resolved,3.0
CASE-016227,CUST-015587,ORD-0466530,Delivery Issue,Medium,2024-09-10,2024-09-10,11.2,48,True,Resolved,2.0
CASE-016230,CUST-003944,ORD-0466662,Delivery Issue,High,2024-09-10,2024-09-11,28.5,24,False,Resolved,4.0
CASE-016232,CUST-022888,ORD-0466706,Delivery Issue,Low,2024-09-10,2024-09-15,136.0,72,False,Resolved,3.0
CASE-016244,CUST-025144,ORD-0467126,Delivery Issue,Medium,2024-09-10,2024-09-10,4.4,48,True,Resolved,3.0
CASE-016253,CUST-024171,ORD-0467340,Delivery Issue,High,2024-09-10,2024-09-10,17.2,24,True,Resolved,4.0
CASE-016258,CUST-030152,ORD-0467547,Delivery Issue,Low,2024-09-10,2024-09-10,14.9,72,True,Resolved,4.0
CASE-016259,CUST-023968,ORD-0467565,Delivery Issue,Low,2024-09-10,2024-09-15,137.3,72,False,Resolved,3.0
CASE-016260,CUST-022946,ORD-0467569,Delivery Issue,Medium,2024-09-10,2024-09-13,77.5,48,False,Resolved,3.0
CASE-016269,CUST-018208,ORD-0467760,Delivery Issue,Medium,2024-09-10,2024-09-10,22.7,48,True,Resolved,4.0
CASE-016272,CUST-023962,ORD-0467830,Delivery Issue,Low,2024-09-10,2024-09-14,107.5,72,False,Resolved,3.0
CASE-016283,CUST-016859,ORD-0468302,Delivery Issue,Urgent,2024-09-10,2024-09-10,9.5,8,False,Resolved,4.0
CASE-016285,CUST-021548,ORD-0468340,Delivery Issue,Urgent,2024-09-10,2024-09-10,0.9,8,True,Resolved,5.0
CASE-016287,CUST-021324,ORD-0468364,Delivery Issue,Low,2024-09-10,,,72,False,Open,
CASE-016294,CUST-024307,ORD-0468595,Delivery Issue,Low,2024-09-10,2024-09-12,52.8,72,True,Resolved,3.0
CASE-016295,CUST-013753,ORD-0468606,Delivery Issue,Urgent,2024-09-10,2024-09-10,1.6,8,True,Resolved,5.0
CASE-016298,CUST-021232,ORD-0468695,Delivery Issue,High,2024-09-10,2024-09-10,8.1,24,True,Resolved,5.0
CASE-016304,CUST-011071,ORD-0468765,Delivery Issue,Urgent,2024-09-10,2024-09-10,1.6,8,True,Resolved,4.0
CASE-016308,CUST-015332,ORD-0468962,Delivery Issue,Low,2024-09-10,2024-09-12,55.7,72,True,Resolved,3.0
CASE-016309,CUST-014460,ORD-0469040,Delivery Issue,High,2024-09-10,2024-09-10,17.6,24,True,Resolved,4.0
CASE-016310,CUST-026832,ORD-0469076,Delivery Issue,Urgent,2024-09-10,,,8,False,Open,
CASE-016318,CUST-024619,ORD-0469326,Delivery Issue,Low,2024-09-10,,,72,False,Escalated,
CASE-016324,CUST-016474,ORD-0469450,Delivery Issue,Urgent,2024-09-10,2024-09-10,13.2,8,False,Resolved,3.0
CASE-041760,CUST-025822,ORD-0467885,Return Request,Medium,2024-09-10,2024-09-11,39.7,48,True,Resolved,5.0
CASE-041767,CUST-018162,ORD-0468011,Return Request,Medium,2024-09-10,,,48,False,Open,
CASE-041768,CUST-022639,ORD-0468033,Return Request,Low,2024-09-10,2024-09-11,47.1,72,True,Resolved,3.0
CASE-041769,CUST-035443,ORD-0468051,Return Request,High,2024-09-10,,,24,False,Open,
CASE-041778,CUST-011574,ORD-0468150,Return Request,High,2024-09-10,2024-09-10,17.1,24,True,Resolved,5.0
CASE-041782,CUST-015230,ORD-0468255,Return Request,Low,2024-09-10,2024-09-11,43.7,72,True,Resolved,5.0
CASE-041786,CUST-006568,ORD-0468318,Return Request,Medium,2024-09-10,2024-09-10,5.5,48,True,Resolved,5.0
CASE-041791,CUST-020067,ORD-0468462,Return Request,Low,2024-09-10,2024-09-13,83.9,72,False,Resolved,4.0
CASE-041792,CUST-002880,ORD-0468477,Return Request,Urgent,2024-09-10,2024-09-10,1.1,8,True,Resolved,4.0
CASE-041796,CUST-029380,ORD-0468657,Return Request,Low,2024-09-10,2024-09-11,41.1,72,True,Resolved,4.0
CASE-041797,CUST-031302,ORD-0468771,Return Request,Low,2024-09-10,2024-09-11,33.8,72,True,Resolved,4.0
CASE-041804,CUST-015150,ORD-0468943,Return Request,Low,2024-09-10,2024-09-11,37.7,72,True,Resolved,4.0
CASE-041807,CUST-007435,ORD-0469051,Return Request,Medium,2024-09-10,2024-09-11,37.0,48,True,Resolved,4.0
CASE-041809,CUST-010119,ORD-0469100,Return Request,High,2024-09-10,2024-09-11,36.0,24,False,Resolved,3.0
CASE-041810,CUST-026237,ORD-0469132,Return Request,Medium,2024-09-10,2024-09-11,36.2,48,True,Resolved,4.0
CASE-041815,CUST-005648,ORD-0469266,Return Request,High,2024-09-10,2024-09-10,14.6,24,True,Resolved,4.0
CASE-041818,CUST-028118,ORD-0469372,Return Request,Medium,2024-09-10,,,48,False,Open,
CASE-041819,CUST-019132,ORD-0469426,Return Request,Low,2024-09-10,2024-09-13,76.7,72,False,Resolved,2.0
CASE-041821,CUST-027451,ORD-0469462,Return Request,Medium,2024-09-10,2024-09-10,6.7,48,True,Resolved,3.0
CASE-041825,CUST-004695,ORD-0469596,Return Request,High,2024-09-10,2024-09-10,5.1,24,True,Resolved,4.0
CASE-041826,CUST-006401,ORD-0469598,Return Request,High,2024-09-10,2024-09-10,11.5,24,True,Resolved,5.0
CASE-041833,CUST-005855,ORD-0469776,Return Request,Medium,2024-09-10,2024-09-10,23.2,48,True,Resolved,3.0
CASE-041836,CUST-013397,ORD-0469851,Return Request,High,2024-09-10,2024-09-11,29.4,24,False,Resolved,3.0
CASE-041844,CUST-011869,ORD-0469979,Return Request,Medium,2024-09-10,2024-09-11,41.4,48,True,Resolved,5.0
CASE-052104,CUST-033775,ORD-0463175,Product Defect,Medium,2024-09-10,2024-09-10,5.3,48,True,Resolved,3.0
CASE-052126,CUST-009194,ORD-0464763,Product Defect,Low,2024-09-10,2024-09-11,37.1,72,True,Resolved,5.0
CASE-052143,CUST-010151,ORD-0466184,Product Defect,Low,2024-09-10,2024-09-10,20.9,72,True,Resolved,5.0
CASE-052146,CUST-005770,ORD-0466398,Product Defect,Low,2024-09-10,2024-09-10,21.9,72,True,Resolved,5.0
CASE-052153,CUST-023925,ORD-0467043,Product Defect,Urgent,2024-09-10,2024-09-10,4.2,8,True,Resolved,5.0
CASE-052171,CUST-018657,ORD-0468337,Product Defect,High,2024-09-10,2024-09-10,21.3,24,True,Resolved,5.0
CASE-056352,CUST-006596,ORD-0469549,Payment Issue,High,2024-09-10,,,24,False,Open,
CASE-060235,CUST-017805,,General Inquiry,Low,2024-09-10,2024-09-12,61.5,72,True,Resolved,5.0
CASE-061582,CUST-034317,,General Inquiry,Medium,2024-09-10,2024-09-10,6.5,48,True,Resolved,4.0
CASE-062058,CUST-015239,,General Inquiry,Low,2024-09-10,2024-09-11,35.0,72,True,Resolved,5.0
CASE-062813,CUST-032242,,General Inquiry,High,2024-09-10,2024-09-10,2.2,24,True,Resolved,4.0
CASE-063143,CUST-027330,,General Inquiry,Medium,2024-09-10,2024-09-11,38.5,48,True,Resolved,5.0
CASE-063155,CUST-010518,,General Inquiry,Medium,2024-09-10,2024-09-12,58.6,48,False,Resolved,2.0
CASE-063682,CUST-012727,,General Inquiry,Medium,2024-09-10,2024-09-11,26.5,48,True,Resolved,3.0
CASE-063702,CUST-032099,,General Inquiry,Low,2024-09-10,2024-09-12,60.3,72,True,Resolved,4.0
CASE-063821,CUST-003377,,General Inquiry,Low,2024-09-10,2024-09-12,57.0,72,True,Resolved,5.0
CASE-064241,CUST-024779,,General Inquiry,Medium,2024-09-10,2024-09-11,30.0,48,True,Resolved,4.0
CASE-064293,CUST-011793,,General Inquiry,Medium,2024-09-10,2024-09-12,57.4,48,False,Resolved,3.0
CASE-016245,CUST-014432,ORD-0467139,Delivery Issue,Medium,2024-09-11,2024-09-13,51.1,48,False,Resolved,4.0
CASE-016248,CUST-014859,ORD-0467270,Delivery Issue,High,2024-09-11,2024-09-11,22.7,24,True,Resolved,3.0
CASE-016250,CUST-002725,ORD-0467309,Delivery Issue,Low,2024-09-11,2024-09-12,41.9,72,True,Resolved,4.0
CASE-016251,CUST-001286,ORD-0467317,Delivery Issue,Urgent,2024-09-11,2024-09-11,2.8,8,True,Resolved,5.0
CASE-016268,CUST-001488,ORD-0467751,Delivery Issue,High,2024-09-11,2024-09-11,6.6,24,True,Resolved,5.0
CASE-016270,CUST-013164,ORD-0467767,Delivery Issue,Medium,2024-09-11,2024-09-13,67.3,48,False,Resolved,4.0
CASE-016276,CUST-020126,ORD-0468040,Delivery Issue,Low,2024-09-11,2024-09-13,51.4,72,True,Resolved,3.0
CASE-016277,CUST-026960,ORD-0468103,Delivery Issue,Low,2024-09-11,2024-09-13,70.0,72,True,Resolved,5.0
CASE-016282,CUST-018096,ORD-0468279,Delivery Issue,High,2024-09-11,2024-09-11,16.4,24,True,Resolved,5.0
CASE-016284,CUST-003412,ORD-0468332,Delivery Issue,Medium,2024-09-11,2024-09-11,15.0,48,True,Resolved,4.0
CASE-016286,CUST-004868,ORD-0468355,Delivery Issue,Low,2024-09-11,2024-09-12,26.3,72,True,Resolved,5.0
CASE-016288,CUST-002826,ORD-0468378,Delivery Issue,High,2024-09-11,2024-09-11,15.7,24,True,Resolved,4.0
CASE-016289,CUST-006239,ORD-0468493,Delivery Issue,Low,2024-09-11,2024-09-14,92.2,72,False,Resolved,1.0
CASE-016291,CUST-027988,ORD-0468538,Delivery Issue,Low,2024-09-11,2024-09-11,13.6,72,True,Resolved,4.0
CASE-016296,CUST-003063,ORD-0468642,Delivery Issue,Urgent,2024-09-11,2024-09-11,8.8,8,False,Resolved,3.0
CASE-016300,CUST-033932,ORD-0468705,Delivery Issue,Medium,2024-09-11,,,48,False,Open,
CASE-016302,CUST-027409,ORD-0468757,Delivery Issue,Medium,2024-09-11,2024-09-12,39.2,48,True,Resolved,3.0
CASE-016312,CUST-011921,ORD-0469163,Delivery Issue,Medium,2024-09-11,2024-09-15,98.0,48,False,Resolved,5.0
CASE-016313,CUST-004012,ORD-0469202,Delivery Issue,Medium,2024-09-11,2024-09-11,14.0,48,True,Resolved,3.0
CASE-016315,CUST-034156,ORD-0469241,Delivery Issue,High,2024-09-11,,,24,False,Open,
CASE-016316,CUST-020511,ORD-0469258,Delivery Issue,High,2024-09-11,2024-09-11,14.4,24,True,Resolved,3.0
CASE-016322,CUST-014020,ORD-0469412,Delivery Issue,Medium,2024-09-11,2024-09-12,30.9,48,True,Resolved,3.0
CASE-016329,CUST-003718,ORD-0469644,Delivery Issue,Medium,2024-09-11,2024-09-11,9.4,48,True,Resolved,4.0
CASE-016332,CUST-027149,ORD-0469674,Delivery Issue,High,2024-09-11,2024-09-11,8.4,24,True,Resolved,4.0
CASE-016337,CUST-019771,ORD-0469845,Delivery Issue,Medium,2024-09-11,2024-09-11,6.1,48,True,Resolved,5.0
CASE-016342,CUST-017167,ORD-0469998,Delivery Issue,Low,2024-09-11,2024-09-13,61.0,72,True,Resolved,5.0
CASE-016343,CUST-001922,ORD-0470029,Delivery Issue,Low,2024-09-11,2024-09-13,54.8,72,True,Resolved,5.0
CASE-016344,CUST-028106,ORD-0470036,Delivery Issue,Medium,2024-09-11,2024-09-11,12.8,48,True,Resolved,5.0
CASE-016348,CUST-016480,ORD-0470087,Delivery Issue,High,2024-09-11,2024-09-11,13.5,24,True,Resolved,4.0
CASE-016351,CUST-019658,ORD-0470113,Delivery Issue,Medium,2024-09-11,2024-09-12,29.8,48,True,Resolved,5.0
CASE-016352,CUST-023531,ORD-0470166,Delivery Issue,Urgent,2024-09-11,2024-09-11,1.8,8,True,Resolved,4.0
CASE-041798,CUST-001053,ORD-0468776,Return Request,High,2024-09-11,2024-09-11,11.9,24,True,Resolved,5.0
CASE-041799,CUST-013397,ORD-0468785,Return Request,Medium,2024-09-11,2024-09-11,10.4,48,True,Resolved,3.0
CASE-041800,CUST-016319,ORD-0468793,Return Request,High,2024-09-11,2024-09-12,35.9,24,False,Resolved,1.0
CASE-041803,CUST-019646,ORD-0468930,Return Request,Low,2024-09-11,2024-09-12,27.4,72,True,Resolved,5.0
CASE-041805,CUST-019836,ORD-0468975,Return Request,Medium,2024-09-11,2024-09-14,91.2,48,False,Resolved,3.0
CASE-041811,CUST-010160,ORD-0469167,Return Request,Low,2024-09-11,2024-09-19,194.5,72,False,Resolved,2.0
CASE-041814,CUST-034168,ORD-0469232,Return Request,High,2024-09-11,2024-09-11,6.2,24,True,Resolved,5.0
CASE-041820,CUST-026444,ORD-0469456,Return Request,Low,2024-09-11,2024-09-11,10.3,72,True,Resolved,4.0
CASE-041823,CUST-011097,ORD-0469500,Return Request,Low,2024-09-11,2024-09-13,49.5,72,True,Resolved,5.0
CASE-041824,CUST-017382,ORD-0469589,Return Request,Low,2024-09-11,2024-09-13,49.1,72,True,Resolved,4.0
CASE-041827,CUST-012014,ORD-0469621,Return Request,Low,2024-09-11,2024-09-12,29.4,72,True,Resolved,4.0
CASE-041828,CUST-030360,ORD-0469623,Return Request,Low,2024-09-11,2024-09-12,27.3,72,True,Resolved,5.0
CASE-041834,CUST-015013,ORD-0469796,Return Request,Low,2024-09-11,2024-09-12,45.4,72,True,Resolved,5.0
CASE-041835,CUST-029020,ORD-0469835,Return Request,Medium,2024-09-11,2024-09-12,27.1,48,True,Resolved,4.0
CASE-041841,CUST-031032,ORD-0469954,Return Request,Medium,2024-09-11,2024-09-14,82.1,48,False,Resolved,3.0
CASE-041842,CUST-011044,ORD-0469967,Return Request,High,2024-09-11,,,24,False,Escalated,
CASE-041850,CUST-020448,ORD-0470320,Return Request,Low,2024-09-11,2024-09-12,34.6,72,True,Resolved,4.0
CASE-041851,CUST-026750,ORD-0470343,Return Request,Low,2024-09-11,2024-09-11,15.6,72,True,Resolved,3.0
CASE-041852,CUST-002569,ORD-0470407,Return Request,High,2024-09-11,2024-09-11,9.2,24,True,Resolved,4.0
CASE-041854,CUST-034529,ORD-0470454,Return Request,High,2024-09-11,2024-09-11,5.4,24,True,Resolved,3.0
CASE-041858,CUST-031960,ORD-0470601,Return Request,Low,2024-09-11,2024-09-13,52.0,72,True,Resolved,5.0
CASE-041869,CUST-002259,ORD-0470939,Return Request,Low,2024-09-11,2024-09-14,76.2,72,False,Resolved,2.0
CASE-052123,CUST-004908,ORD-0464453,Product Defect,Urgent,2024-09-11,2024-09-11,7.2,8,True,Resolved,5.0
CASE-052124,CUST-027902,ORD-0464509,Product Defect,High,2024-09-11,2024-09-11,4.1,24,True,Resolved,5.0
CASE-052125,CUST-016853,ORD-0464707,Product Defect,Medium,2024-09-11,,,48,False,Open,
CASE-052142,CUST-001085,ORD-0466175,Product Defect,High,2024-09-11,2024-09-11,5.7,24,True,Resolved,5.0
CASE-052145,CUST-007741,ORD-0466247,Product Defect,Low,2024-09-11,2024-09-11,15.6,72,True,Resolved,5.0
CASE-052165,CUST-024520,ORD-0467800,Product Defect,Medium,2024-09-11,2024-09-11,8.4,48,True,Resolved,3.0
CASE-052172,CUST-015365,ORD-0468344,Product Defect,Medium,2024-09-11,2024-09-11,8.0,48,True,Resolved,4.0
CASE-052200,CUST-014973,ORD-0470102,Product Defect,Urgent,2024-09-11,2024-09-11,5.2,8,True,Resolved,5.0
CASE-056343,CUST-006063,ORD-0468209,Payment Issue,Medium,2024-09-11,2024-09-13,52.5,48,False,Resolved,3.0
CASE-056347,CUST-007397,ORD-0468594,Payment Issue,Medium,2024-09-11,,,48,False,Open,
CASE-056348,CUST-014891,ORD-0468812,Payment Issue,Low,2024-09-11,2024-09-19,212.6,72,False,Resolved,4.0
CASE-056355,CUST-018389,ORD-0469771,Payment Issue,Low,2024-09-11,2024-09-14,87.3,72,False,Resolved,3.0
CASE-056357,CUST-010119,ORD-0470013,Payment Issue,Medium,2024-09-11,2024-09-14,77.0,48,False,Resolved,2.0
CASE-056358,CUST-023297,ORD-0470487,Payment Issue,Medium,2024-09-11,2024-09-13,58.2,48,False,Resolved,3.0
CASE-056359,CUST-034602,ORD-0470563,Payment Issue,Urgent,2024-09-11,2024-09-11,2.7,8,True,Resolved,5.0
CASE-056360,CUST-005265,ORD-0470574,Payment Issue,High,2024-09-11,2024-09-11,11.1,24,True,Resolved,5.0
CASE-057974,CUST-006624,,General Inquiry,Low,2024-09-11,2024-09-11,12.0,72,True,Resolved,3.0
CASE-058147,CUST-006676,,General Inquiry,High,2024-09-11,2024-09-11,21.0,24,True,Resolved,5.0
CASE-058315,CUST-003918,,General Inquiry,High,2024-09-11,2024-09-11,9.5,24,True,Resolved,4.0
CASE-060834,CUST-000787,,General Inquiry,Low,2024-09-11,2024-09-11,20.9,72,True,Resolved,4.0
CASE-060940,CUST-002676,,General Inquiry,Medium,2024-09-11,2024-09-12,28.7,48,True,Resolved,5.0
CASE-062256,CUST-012387,,General Inquiry,Low,2024-09-11,2024-09-15,103.3,72,False,Resolved,2.0
CASE-062392,CUST-025788,,General Inquiry,Urgent,2024-09-11,2024-09-11,2.8,8,True,Resolved,4.0
CASE-016274,CUST-009496,ORD-0467996,Delivery Issue,Medium,2024-09-12,2024-09-12,20.2,48,True,Resolved,4.0
CASE-016278,CUST-019193,ORD-0468105,Delivery Issue,Low,2024-09-12,2024-09-15,76.0,72,False,Resolved,2.0
CASE-016280,CUST-010442,ORD-0468213,Delivery Issue,Medium,2024-09-12,2024-09-13,42.9,48,True,Resolved,5.0
CASE-016293,CUST-003179,ORD-0468588,Delivery Issue,Medium,2024-09-12,2024-09-12,13.0,48,True,Resolved,4.0
CASE-016299,CUST-016122,ORD-0468697,Delivery Issue,High,2024-09-12,2024-09-12,3.3,24,True,Resolved,3.0
CASE-016311,CUST-016960,ORD-0469088,Delivery Issue,Urgent,2024-09-12,2024-09-12,5.7,8,True,Resolved,5.0
CASE-016314,CUST-017745,ORD-0469206,Delivery Issue,Low,2024-09-12,2024-09-12,16.6,72,True,Resolved,5.0
CASE-016320,CUST-024499,ORD-0469355,Delivery Issue,Urgent,2024-09-12,2024-09-12,2.4,8,True,Resolved,5.0
CASE-016321,CUST-012956,ORD-0469382,Delivery Issue,High,2024-09-12,,,24,False,Open,
CASE-016323,CUST-034086,ORD-0469437,Delivery Issue,High,2024-09-12,2024-09-12,8.7,24,True,Resolved,5.0
CASE-016326,CUST-031504,ORD-0469504,Delivery Issue,High,2024-09-12,2024-09-12,1.7,24,True,Resolved,4.0
CASE-016327,CUST-014473,ORD-0469604,Delivery Issue,Medium,2024-09-12,2024-09-13,33.5,48,True,Resolved,5.0
CASE-016330,CUST-031293,ORD-0469649,Delivery Issue,High,2024-09-12,2024-09-12,18.5,24,True,Resolved,5.0
CASE-016336,CUST-026929,ORD-0469803,Delivery Issue,High,2024-09-12,2024-09-12,9.5,24,True,Resolved,4.0
CASE-016338,CUST-011899,ORD-0469853,Delivery Issue,Urgent,2024-09-12,2024-09-12,8.4,8,False,Resolved,3.0
CASE-016355,CUST-016319,ORD-0470238,Delivery Issue,Medium,2024-09-12,2024-09-12,4.4,48,True,Resolved,5.0
CASE-016368,CUST-017990,ORD-0470483,Delivery Issue,Urgent,2024-09-12,2024-09-12,2.2,8,True,Resolved,4.0
CASE-016373,CUST-017092,ORD-0470688,Delivery Issue,Medium,2024-09-12,,,48,False,Escalated,
CASE-016379,CUST-009162,ORD-0470907,Delivery Issue,Low,2024-09-12,2024-09-13,28.5,72,True,Resolved,5.0
CASE-041822,CUST-016188,ORD-0469486,Return Request,Low,2024-09-12,2024-09-14,48.7,72,True,Resolved,4.0
CASE-041829,CUST-024958,ORD-0469646,Return Request,Low,2024-09-12,2024-09-15,85.7,72,False,Resolved,4.0
CASE-041830,CUST-027715,ORD-0469651,Return Request,Low,2024-09-12,2024-09-13,32.7,72,True,Resolved,4.0
CASE-041831,CUST-022301,ORD-0469671,Return Request,Low,2024-09-12,2024-09-13,39.4,72,True,Resolved,3.0
CASE-041832,CUST-013029,ORD-0469675,Return Request,Medium,2024-09-12,2024-09-15,81.0,48,False,Resolved,4.0
CASE-041837,CUST-022994,ORD-0469855,Return Request,Low,2024-09-12,2024-09-13,30.7,72,True,Resolved,5.0
CASE-041838,CUST-024563,ORD-0469868,Return Request,Low,2024-09-12,2024-09-13,24.5,72,True,Resolved,4.0
CASE-041839,CUST-004554,ORD-0469913,Return Request,Medium,2024-09-12,2024-09-12,23.4,48,True,Resolved,5.0
CASE-041840,CUST-005603,ORD-0469940,Return Request,Low,2024-09-12,2024-09-13,25.1,72,True,Resolved,4.0
CASE-041843,CUST-006839,ORD-0469970,Return Request,Urgent,2024-09-12,2024-09-12,3.5,8,True,Resolved,4.0
CASE-041845,CUST-029615,ORD-0470012,Return Request,Low,2024-09-12,2024-09-12,10.0,72,True,Resolved,5.0
CASE-041846,CUST-004012,ORD-0470103,Return Request,Low,2024-09-12,2024-09-13,30.5,72,True,Resolved,4.0
CASE-041847,CUST-001657,ORD-0470181,Return Request,Medium,2024-09-12,2024-09-12,7.9,48,True,Resolved,5.0
CASE-041848,CUST-033425,ORD-0470197,Return Request,Low,2024-09-12,2024-09-12,11.4,72,True,Resolved,5.0
CASE-041849,CUST-033708,ORD-0470305,Return Request,Medium,2024-09-12,2024-09-12,20.1,48,True,Resolved,4.0
CASE-041856,CUST-005504,ORD-0470515,Return Request,High,2024-09-12,2024-09-13,39.1,24,False,Resolved,4.0
CASE-041857,CUST-021515,ORD-0470529,Return Request,Low,2024-09-12,2024-09-13,40.9,72,True,Resolved,5.0
CASE-041859,CUST-029026,ORD-0470643,Return Request,Urgent,2024-09-12,2024-09-12,18.0,8,False,Resolved,4.0
CASE-041860,CUST-023589,ORD-0470698,Return Request,High,2024-09-12,2024-09-13,25.3,24,False,Resolved,3.0
CASE-041861,CUST-028406,ORD-0470759,Return Request,Medium,2024-09-12,2024-09-12,15.1,48,True,Resolved,5.0
CASE-041864,CUST-032482,ORD-0470852,Return Request,Medium,2024-09-12,,,48,False,Escalated,
CASE-041870,CUST-007716,ORD-0470943,Return Request,High,2024-09-12,2024-09-13,25.1,24,False,Resolved,2.0
CASE-041873,CUST-002728,ORD-0470991,Return Request,Medium,2024-09-12,2024-09-13,38.2,48,True,Resolved,5.0
CASE-041874,CUST-001424,ORD-0471049,Return Request,Low,2024-09-12,2024-09-15,86.2,72,False,Resolved,3.0
CASE-041876,CUST-018359,ORD-0471060,Return Request,Low,2024-09-12,2024-09-16,102.2,72,False,Resolved,4.0
CASE-041879,CUST-021686,ORD-0471121,Return Request,Low,2024-09-12,2024-09-15,92.8,72,False,Resolved,4.0
CASE-041881,CUST-002433,ORD-0471204,Return Request,Medium,2024-09-12,2024-09-13,30.4,48,True,Resolved,5.0
CASE-041882,CUST-024811,ORD-0471236,Return Request,Medium,2024-09-12,2024-09-13,30.8,48,True,Resolved,5.0
CASE-041894,CUST-004429,ORD-0471449,Return Request,Low,2024-09-12,2024-09-12,18.5,72,True,Resolved,5.0
CASE-041896,CUST-035005,ORD-0471458,Return Request,Medium,2024-09-12,2024-09-13,34.5,48,True,Resolved,5.0
CASE-041905,CUST-014833,ORD-0471697,Return Request,Low,2024-09-12,2024-09-12,16.2,72,True,Resolved,4.0
CASE-041907,CUST-022652,ORD-0471722,Return Request,High,2024-09-12,2024-09-13,43.9,24,False,Resolved,4.0
CASE-052115,CUST-007944,ORD-0463872,Product Defect,Low,2024-09-12,2024-09-12,3.6,72,True,Resolved,4.0
CASE-052117,CUST-014274,ORD-0463967,Product Defect,Low,2024-09-12,2024-09-13,34.4,72,True,Resolved,4.0
CASE-052130,CUST-011323,ORD-0465012,Product Defect,High,2024-09-12,2024-09-12,21.2,24,True,Resolved,3.0
CASE-052131,CUST-013951,ORD-0465222,Product Defect,Urgent,2024-09-12,2024-09-12,19.9,8,False,Resolved,3.0
CASE-052132,CUST-006071,ORD-0465275,Product Defect,Medium,2024-09-12,2024-09-14,59.4,48,False,Resolved,4.0
CASE-052139,CUST-028548,ORD-0465826,Product Defect,Low,2024-09-12,2024-09-13,42.7,72,True,Resolved,5.0
CASE-052150,CUST-005713,ORD-0466742,Product Defect,Medium,2024-09-12,2024-09-12,10.3,48,True,Resolved,4.0
CASE-052152,CUST-035156,ORD-0466876,Product Defect,High,2024-09-12,2024-09-13,37.3,24,False,Resolved,2.0
CASE-052174,CUST-020067,ORD-0468462,Product Defect,High,2024-09-12,2024-09-12,17.1,24,True,Resolved,4.0
CASE-052184,CUST-025916,ORD-0469312,Product Defect,Urgent,2024-09-12,2024-09-12,1.2,8,True,Resolved,4.0
CASE-052203,CUST-011020,ORD-0470447,Product Defect,Urgent,2024-09-12,2024-09-12,4.9,8,True,Resolved,5.0
CASE-056349,CUST-010659,ORD-0468917,Payment Issue,Medium,2024-09-12,2024-09-13,40.2,48,True,Resolved,4.0
CASE-056350,CUST-009644,ORD-0468937,Payment Issue,Low,2024-09-12,2024-09-13,46.4,72,True,Resolved,4.0
CASE-056354,CUST-023851,ORD-0469647,Payment Issue,High,2024-09-12,2024-09-12,19.0,24,True,Resolved,4.0
CASE-056362,CUST-018740,ORD-0470958,Payment Issue,Low,2024-09-12,2024-09-15,81.5,72,False,Resolved,4.0
